Country,Country Code,Region,Date,Year,Number of MPs,Percent female MPs,Mean age,Median age,Percent MPs aged 30 or under,Percent MPs aged 35 or under,Percent MPs aged 40 or under,Percent MPs aged 41 to 60,Percent MPs aged 61 or over,Percent female MPs aged 30 or under,Percent female MPs aged 35 or under,Percent female MPs aged 40 or under,Percent female MPs aged 41 to 60,Percent female MPs aged 61 or over,Age Representation Index 30 or under (ARI 30),Age Representation Index 35 or under (ARI 35),Age Representation Index 40 or under (ARI 40),Age Representation Index 41 to 60 (ARI 41 to 60),Age Representation Index 61 or over (ARI 61 plus),Coverage MPs,Coverage Age,Coverage Gender
"Afghanistan","AFG","Middle East and North Africa","2011-01-26","2011","249","27","43.9","46","13","20","40","53","6.7","33.3","50","83.3","16.7","0","0.63","0.74","1.23","1.91","0.38","104","6","99"
"Åland","ALA","Western Europe","2007-01-02","2007","30","30","51.9","52","0","13","17","53","30","0","13","11","56","33","0","0.62","0.62","1.29","1.06","100","100","100"
"Åland","ALA","Western Europe","2011-01-02","2011","30","23","50.6","50","3","7","20","57","23","0","7","14","71","14","0.2","0.33","0.74","1.42","0.75","100","100","100"
"Åland","ALA","Western Europe","2015-11-02","2015","30","30","50.7","51.5","3","7","17","70","13","0","11","22","78","0","0.2","0.33","0.62","1.83","0.4","100","100","100"
"Åland","ALA","Western Europe","2019-02-09","2019","30","30","51.3","52.5","6.7","13.3","26.7","43.3","30","0","11.1","33.3","44.4","22.2","NA","NA","NA","NA","NA","100","100","100"
"Albania","ALB","Eastern Europe","2009-08-09","2009","140","17","44.6","44","3","11.2","31","64","4.5","6.3","11.2","43.8","50","6.3","0.16","0.42","0.95","1.82","0.21","100","64","98"
"Albania","ALB","Eastern Europe","2013-09-09","2013","140","21.6","47.4","47","3.4","7.7","22","70","6.8","13","7.7","52.2","43.5","4.4","0.15","0.26","0.63","2.06","0.32","99","84","100"
"Albania","ALB","Eastern Europe","2017-09-09","2017","140","8.6","48.2","49","7.2","10.1","21","72","5.8","16.7","16.7","50","50","0","0.32","0.33","0.59","2.12","0.25","100","99","44"
"Albania","ALB","Eastern Europe","2021-04-25","2021","140","37.7","51","51","0","5.8","15.9","72.5","11.6","0","4.16","20.8","75","4.2","0","0.14","0.3","2.19","0.82","54.3","49.3","54.3"
"Andorra","AND","Western Europe","2015-03-23","2015","28","35","46.1","44","6","6","29","65","6","9","9","18","82","0","0.54","0.34","1.11","1.4","0.23","111","100","100"
"Andorra","AND","Western Europe","2019-09-04","2019","28","50","48.2","48.5","3.6","14.3","17.9","71.4","10.7","0","7.1","7.1","78.6","14.3","NA","NA","NA","NA","NA","100","100","100"
"Angola","AGO","Sub-Saharan Africa","2012-09-27","2012","220","37","58.2","58","0","8","8","62","31","0","8","50","50","0","0","0.31","0.26","2.17","1.58","101","6","99"
"Angola","AGO","Sub-Saharan Africa","2017-08-23","2017","220","26","63.5","63.5","0","6","11","22","67","0","0","0","100","0","0","0.24","0.36","0.75","3.41","100","8","86"
"Anguilla","AIA","South and Central America","1989-01-02","1989","7","0","42","42","0","0","0","0","0","0","0","0","0","0","0","0","0","3.79","0","14","100","14"
"Anguilla","AIA","South and Central America","1994-01-02","1994","7","0","47","47","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4","0","14","100","14"
"Anguilla","AIA","South and Central America","1999-01-02","1999","7","0","52","52","0","0","0","0","0","0","0","0","0","0","0","0","0","3.18","0","14","100","14"
"Anguilla","AIA","South and Central America","2000-01-02","2000","7","0","53","53","0","0","0","0","0","0","0","0","0","0","0","0","0","3.12","0","14","100","14"
"Anguilla","AIA","South and Central America","2001-01-05","2001","7","0","58","58","0","0","0","0","0","0","0","0","0","0","0","0","0","2.73","0","14","100","14"
"Anguilla","AIA","South and Central America","2015-04-22","2015","7","43","61","61","0","0","0","33","67","0","0","0","0","100","0","0","0","0.79","3.36","43","100","43"
"Antigua and Barbuda","ATG","South and Central America","2004-03-24","2004","17","5.9","39","39","0","0","100","0","0","0","0","100","0","0","0","0","2.85","0","0","100","6","100"
"Antigua and Barbuda","ATG","South and Central America","2009-04-27","2009","17","5.9","44","44","0","0","0","100","0","0","0","0","100","0","0","0","0","2.7","0","100","6","100"
"Antigua and Barbuda","ATG","South and Central America","2014-06-25","2014","17","11.8","60","60","0","0","0","100","0","0","0","0","0","0","0","0","0","2.64","0","100","6","100"
"Argentina","ARG","South and Central America","2015-03-01","2015","281","37.5","52.7","53","1.4","6.4","19.3","49.3","31.4","3.9","15.4","26.9","48.1","25","0.08","0.25","0.58","1.45","1.32","141","35","100"
"Argentina","ARG","South and Central America","2017-03-01","2017","281","37.9","51.4","52","3.7","9.8","19.5","57.3","23.2","3.2","6.5","19.4","64.5","16.1","0.2","0.38","0.59","1.66","0.95","99","30","100"
"Armenia","ARM","Eastern Europe","2012-05-31","2012","131","10.7","47.6","49","2","13.4","29.5","61.1","9.4","0","13.4","50","50","0","0.09","0.46","0.84","1.66","0.45","114","100","100"
"Armenia","ARM","Eastern Europe","2017-05-18","2017","101","13.2","49.6","51","2.6","12.3","25.4","60.5","14","13.3","12.3","40","53.3","6.7","0.14","0.45","0.74","1.59","0.6","113","100","87"
"Armenia","ARM","Eastern Europe","2019-01-19","2019","101","6.8","40.3","38","14.4","34.9","61.4","34.1","4.6","33.3","44.4","66.7","33.3","0","0.85","1.34","1.81","0.89","0.18","131","100","37"
"Armenia","ARM","Eastern Europe","2021-06-20","2021","103","25.2","41.4","39","8.7","32","51.5","39.8","8.7","19.2","46.2","69.2","30.8","0","0.30","0.78","0.98","1.2","0.62","100","100","100"
"Aruba","ABW","South and Central America","2013-01-02","2013","21","38.1","45","44.5","0","12.5","25","62.5","12.5","0","0","0","100","0","0","0.54","0.84","1.48","0.53","100","38","100"
"Australia","AUS","Pacific","1987-07-11","1987","148","6.5","47.4","48","1.9","9.7","27.7","65.8","6.5","0","9.7","30","50","20","0.1","0.34","0.78","2","0.29","105","100","100"
"Australia","AUS","Pacific","1990-03-24","1990","148","6.7","47.4","47","0.7","7.3","22","72.7","5.3","0","7.3","0","100","0","0.03","0.26","0.62","2.15","0.23","101","100","100"
"Australia","AUS","Pacific","1993-03-13","1993","147","9.4","48","47","0.6","3.8","18.9","76.1","5","0","3.8","6.7","93.3","0","0.03","0.14","0.54","2.21","0.22","108","100","100"
"Australia","AUS","Pacific","1996-03-02","1996","148","15.4","48","48","2.6","9.6","19.2","73.1","7.7","0","9.6","20.8","79.2","0","0.14","0.37","0.56","2.06","0.34","105","100","100"
"Australia","AUS","Pacific","1998-10-03","1998","148","22.9","46.9","48","2.6","11.1","21.6","73.9","4.6","8.6","11.1","31.4","68.6","0","0.14","0.43","0.64","2.03","0.2","103","100","100"
"Australia","AUS","Pacific","2001-11-10","2001","150","25","48.1","49","1.3","11.2","22.4","71.1","6.6","0","11.2","31.6","65.8","2.6","0.08","0.45","0.68","1.9","0.28","101","100","100"
"Australia","AUS","Pacific","2004-10-09","2004","150","24.2","49.3","50","2","6.5","17.7","75.2","7.2","2.7","6.5","24.3","73","2.7","0.12","0.26","0.55","1.97","0.31","102","100","100"
"Australia","AUS","Pacific","2007-11-24","2007","150","26.8","48.7","49","3.2","8.3","22.3","66.2","11.5","7.1","8.3","26.2","59.5","14.3","0.19","0.34","0.7","1.73","0.47","105","100","100"
"Australia","AUS","Pacific","2010-08-21","2010","150","24.7","49.9","50","0.6","6.3","16.5","72.2","11.4","0","6.3","18","71.8","10.3","0.04","0.26","0.52","1.9","0.46","105","100","100"
"Australia","AUS","Pacific","2013-09-07","2013","150","26.9","49.3","48","0.6","6.4","16.7","71.2","12.2","0","6.4","19.1","69.1","11.9","0.04","0.26","0.53","1.87","0.47","104","100","100"
"Australia","AUS","Pacific","2016-07-02","2016","150","30.9","49.3","49","0","4.9","14.8","72.8","12.4","0","0","16","74","10","0","0.2","0.48","1.92","0.46","108","100","100"
"Australia","AUS","Pacific","2019-05-18","2019","151","31.1","50.4","50.5","0","3.4","13.5","73.6","12.8","0","2.2","13.3","80","6.7","0","0.08","0.26","2.24","0.91","100","98","100"
"Austria","AUT","Western Europe","2013-10-29","2013","183","31","48.1","49","4.8","10.2","19.8","73.8","6.4","8.6","15.5","22.4","74.1","3.5","0.32","0.47","0.71","1.81","0.22","102","100","100"
"Azerbaijan","AZE","Eastern Europe","2010-01-02","2010","125","16.8","54.1","55","1","4.8","7.6","65.7","26.7","0","4.8","11.1","77.8","11.1","0.04","0.16","0.2","1.92","1.68","100","84","100"
"Azerbaijan","AZE","Eastern Europe","2015-12-01","2015","125","17.7","56.2","57","1","3.9","11.8","49","39.2","0","5.6","22.2","44.4","33.3","0.04","0.13","0.32","1.31","2.2","99","82","100"
"Bahamas","BHS","South and Central America","2012-05-08","2012","41","13.2","55.7","54","0","0","4.4","56.5","39.1","0","0","0","100","0","0","0","0.12","1.53","2.21","93","61","100"
"Bahrain","BHR","Middle East and North Africa","2018-01-12","2018","40","15","45.5","45","0","16.7","29.2","66.7","4.2","0","33.3","33.3","66.7","0","0","0.4","0.55","2.01","0.29","100","60","100"
"Bangladesh","BGD","Asia","2009-01-25","2009","300","20.5","57.2","57","1","2.6","8.9","49.7","41.4","0","2.6","9.1","50","40.9","0.05","0.09","0.25","1.6","2.24","115","55","100"
"Bangladesh","BGD","Asia","2014-01-29","2014","300","20.4","58.4","60","0","2","5.7","49.2","45.2","1.8","1.8","5.4","53.6","41.1","0.02","0.07","0.16","1.54","2.47","119","84","100"
"Bangladesh","BGD","Asia","2018-12-30","2018","350","21.1","58.5","60","0.6","2.9","6.7","45","48.2","0","4.1","8.2","60.3","31.5","0.02","0.07","0.13","1.42","3.55","100","97.7","100"
"Barbados","BRB","South and Central America","2013-03-06","2013","30","16.7","54.2","51","0","0","0","60","40","0","0","0","100","0","0","0","0","1.42","1.85","100","17","100"
"Belarus","BLR","Eastern Europe","2012-09-23","2012","110","26.6","52.3","54","0","2.8","9.3","83.3","7.4","0","2.8","7.1","92.9","0","0","0.11","0.28","2.12","0.31","99","99","100"
"Belarus","BLR","Eastern Europe","2016-09-11","2016","110","34.6","50.8","52","0","3","15.2","75.8","9.1","0","0","12.5","87.5","0","0","0.12","0.48","1.87","0.34","100","30","100"
"Belarus","BLR","Eastern Europe","2019-11-17","2019","110","40","51.3","53","0.9","3.6","10","76.4","13.6","2.3","6.8","9.1","86.4","4.5","0.03","0.09","0.19","2.31","0.96","100","100","100"
"Belgium","BEL","Western Europe","1991-01-02","1991","233","8.6","45.6","45","4.8","14.7","30.7","64.9","4.8","0","15","45","50","5","0.16","0.36","0.58","1.97","0.34","100","100","100"
"Belgium","BEL","Western Europe","1995-01-02","1995","177","12.4","46.2","46","3.4","11.9","26.6","68.4","5.1","4.6","11.9","36.4","63.6","0","0.12","0.29","0.5","2.07","0.36","100","100","100"
"Belgium","BEL","Western Europe","1999-01-02","1999","184","21.2","46.8","47","4.4","12","25.7","67.8","6.6","13.2","21.1","31.6","65.8","2.6","0.15","0.29","0.49","2.05","0.46","100","99","100"
"Belgium","BEL","Western Europe","2003-01-02","2003","204","34.3","44.2","44.5","7.8","18.6","36.8","59.3","3.9","10","28.7","51.4","47.1","1.4","0.27","0.45","0.7","1.8","0.28","100","100","100"
"Belgium","BEL","Western Europe","2007-01-02","2007","195","35.9","44.3","45","8.7","20.5","35.4","62.1","2.6","14.3","20.5","50","48.6","1.4","0.3","0.5","0.67","1.88","0.18","100","100","100"
"Belgium","BEL","Western Europe","2010-01-02","2010","182","39","45","45","8.2","19.2","33.5","63.7","2.8","11.3","19.2","40.9","57.8","1.4","0.28","0.47","0.64","1.93","0.19","100","100","100"
"Belgium","BEL","Western Europe","2014-06-19","2014","150","38.9","46.3","46","2.7","10.9","29.9","62.5","7.6","5.6","19.4","44.4","52.8","2.8","0.18","0.51","1.07","1.58","0.26","123","99","100"
"Belgium","BEL","Western Europe","2001-01-19","2001","181","42","45.8","45","3.9","13.8","29.3","61.3","9.4","5.3","13.8","35.5","63.2","1.3","0.13","0.34","0.56","1.86","0.66","NA","NA","NA"
"Belize","BLZ","South and Central America","2012-03-21","2012","31","3.5","53.2","53.5","0","10","10","50","40","0","10","0","100","0","0","0.34","0.28","1.61","2.18","94","34","100"
"Belize","BLZ","South and Central America","2015-11-13","2015","31","9.4","56","55","0","0","11.1","44.4","44.4","0","0","0","0","0","0","0","0.31","1.41","2.43","103","28","100"
"Benin","BEN","Sub-Saharan Africa","2015-04-26","2015","83","8.4","69.8","71","0","0","0","20","80","0","0","0","0","100","0","0","0","0.73","4.3","100","6","100"
"Bermuda","BMU","South and Central America","2012-12-17","2012","36","21.1","48.2","49","0","20","40","40","20","0","0","0","0","0","0","1","1.56","0.92","0.72","106","13","100"
"Bermuda","BMU","South and Central America","2017-07-17","2017","36","22.2","52.8","56.5","0","0","25","75","0","0","0","0","0","0","0","0","0.97","1.82","0","100","11","100"
"Bhutan","BTN","Asia","2013-07-13","2013","47","8.3","49.3","48","0","16.7","16.7","58.3","25","0","0","0","100","0","0","0.49","0.41","2.05","1.43","102","25","100"
"Bolivia","BOL","South and Central America","2015-01-21","2015","130","51.5","34.5","34.5","50","50","100","0","0","50","50","100","0","0","2.22","1.65","2.71","0","0","100","2","100"
"Bosnia and Herzegovina","BIH","Eastern Europe","2014-12-09","2014","42","23.8","43.5","39","0","0","66.7","16.7","16.7","0","0","0","0","0","0","0","2.13","0.39","0.7","100","14","100"
"Bosnia and Herzegovina","BIH","Eastern Europe","2018-10-07","2018","42","23.8","51.4","53","6.7","13.3","13.3","73.3","13.3","16.7","33.3","33.3","50","16.7","0.23","0.32","0.25","2.22","0.94","100","35.7","100"
"Botswana","BWA","Sub-Saharan Africa","2014-10-29","2014","140","7.8","56","55","0","0","0","72.7","27.3","0","0","0","66.7","33.3","0","0","0","2.41","1.47","46","17","77"
"Brazil","BRA","South and Central America","2006-01-02","2006","513","8.5","51.5","51","3.9","8.3","14.5","66.2","19.3","4.6","8.3","15.9","77.3","6.8","0.14","0.21","0.28","2.1","1.43","101","100","100"
"Brazil","BRA","South and Central America","2011-02-01","2011","513","8.5","52.4","53","3","9.1","17.5","57.9","24.6","4.4","9.1","15.2","60.9","23.9","0.14","0.31","0.48","1.66","1.3","131","69","100"
"Brazil","BRA","South and Central America","2015-02-01","2015","513","10.1","52.4","53","3.9","9.3","18.6","57.4","24","3.4","11.9","18.6","59.3","22","0.2","0.33","0.52","1.61","1.24","116","90","100"
"Brazil","BRA","South and Central America","2018-07-10","2018","513","15","49","49","5.3","13.7","27.1","54.4","18.5","6.5","18.2","35.1","49.4","15.6","0.18","0.34","0.53","1.71","1.36","100","100","100"
"British Virgin Islands","VGB","South and Central America","2007-01-02","2007","13","15.4","63","63","0","0","0","40","60","0","0","0","100","0","0","0","0","1.02","2.93","100","38","100"
"British Virgin Islands","VGB","South and Central America","2011-01-02","2011","13","15.4","61.3","64","0","0","25","0","75","0","0","0","0","0","0","0","0.68","0","3.79","100","31","100"
"British Virgin Islands","VGB","South and Central America","2015-06-08","2015","13","15.4","59.7","65","0","0","0","33.3","66.7","0","0","0","0","0","0","0","0","0.83","3.66","100","23","100"
"Bulgaria","BGR","Eastern Europe","2001-07-05","2001","240","10.6","46.4","46","4.2","10.3","27","64.3","8.8","14.3","10.3","42.9","53.6","3.6","0.24","0.42","0.87","1.7","0.32","110","100","49"
"Bulgaria","BGR","Eastern Europe","2005-07-11","2005","240","18.1","48.2","49","2.5","8","19.2","73.2","7.6","4","8","28","70","2","0.15","0.32","0.61","1.93","0.28","113","100","100"
"Bulgaria","BGR","Eastern Europe","2009-07-14","2009","240","21.1","45.4","45","5.2","14.4","30.4","63.3","6.3","8.8","14.4","36.8","59.7","3.5","0.32","0.6","0.96","1.64","0.22","113","100","100"
"Bulgaria","BGR","Eastern Europe","2013-05-21","2013","240","24.4","47","47","4.6","13.4","28.6","63.7","7.6","3.1","13.4","26.6","70.3","3.1","0.31","0.6","0.94","1.63","0.26","109","100","100"
"Bulgaria","BGR","Eastern Europe","2014-10-27","2014","240","21","47.3","46","3.2","13.8","29.3","60.9","9.9","1.9","13.8","30.2","66","3.8","0.22","0.63","0.98","1.54","0.33","105","100","100"
"Bulgaria","BGR","Eastern Europe","2017-04-19","2017","240","23.7","47.8","47","2.5","10.3","26.9","58","15.2","6","13.4","32.8","56.7","10.5","0.19","0.5","0.95","1.43","0.49","118","100","91"
"Burkina Faso","BFA","Sub-Saharan Africa","1997-06-07","1997","111","1.9","41.7","43","0","0","33.3","66.7","0","0","0","0","0","0","0","0","1.19","2.29","0","97","3","12"
"Burkina Faso","BFA","Sub-Saharan Africa","2002-06-05","2002","111","1.9","54.4","50","0","0","0","80","20","0","0","0","0","0","0","0","0","2.85","1","97","5","23"
"Burkina Faso","BFA","Sub-Saharan Africa","2012-12-02","2012","111","18.3","57.8","58","0","0","0","66.7","33.3","0","0","0","0","0","0","0","0","2.44","1.69","114","5","100"
"Burkina Faso","BFA","Sub-Saharan Africa","2015-12-30","2015","111","10.2","63","63","0","0","0","50","50","0","0","0","0","0","0","0","0","1.83","2.53","114","2","99"
"Cambodia","KHM","Asia","2013-09-23","2013","123","8.1","61.7","62","0","0","6.5","28.3","65.2","0","0","12.5","37.5","50","0","0","0.17","0.92","3.89","100","37","47"
"Cameroon","CMR","Sub-Saharan Africa","1983-01-02","1983","120","0.8","47.9","47","2.5","5.7","20.5","70.5","9","0","5.7","0","100","0","0.12","0.22","0.65","2.45","0.47","102","100","3"
"Cameroon","CMR","Sub-Saharan Africa","1988-01-02","1988","120","0","44.4","46","10","10","20","80","0","0","0","0","0","0","0.5","0.38","0.64","2.77","0","8","100","0"
"Cameroon","CMR","Sub-Saharan Africa","1992-01-02","1992","180","0","48.4","48","0","5","15","80","5","0","0","0","0","0","0","0.19","0.48","2.76","0.26","96","23","2"
"Cameroon","CMR","Sub-Saharan Africa","1997-01-02","1997","180","1.1","47.1","47","3.9","8.9","20.7","72.1","7.3","0","8.9","0","100","0","0.19","0.34","0.67","2.49","0.37","100","99","3"
"Cameroon","CMR","Sub-Saharan Africa","2001-01-02","2001","180","0","48.3","48","0","5.6","16.9","78.9","4.2","0","5.6","0","0","0","0","0.21","0.54","2.77","0.22","100","39","3"
"Cameroon","CMR","Sub-Saharan Africa","2007-01-02","2007","180","0","51.2","51","0","0","15.3","73.6","11.1","0","0","0","0","0","0","0","0.47","2.61","0.58","40","100","0"
"El Salvador","SLV","South and Central America","2018-03-04","2018","84","29.8","49","48","5","11.3","27.5","53.8","18.8","4.3","17.4","30.4","65.2","4.3","0.17","0.27","0.52","1.63","1.33","100","95","100"
"Canada","CAN","North America","1950-01-02","1950","262","0","47.6","48","1.5","9.9","26.5","64.4","9.1","0","0","0","0","0","0.05","0.24","0.5","1.95","0.64","50","100","100"
"Canada","CAN","North America","1953-01-02","1953","265","2.7","47.9","47","4.5","14.4","28.8","57.7","13.5","0","0","0","2.7","0","0.15","0.35","0.55","1.75","0.96","42","100","100"
"Canada","CAN","North America","1957-01-02","1957","265","0","43.6","42","4.1","21.7","45.4","50.5","4.1","0","0","0","0","0","0.14","0.53","0.86","1.53","0.29","37","100","100"
"Canada","CAN","North America","1958-01-02","1958","265","0.9","44.4","44","8.3","23.9","39.5","51.4","9.2","0","0","100","0","0","0.28","0.58","0.75","1.56","0.65","41","100","100"
"Canada","CAN","North America","1962-01-02","1962","265","0.9","44.2","44","7.1","21.2","40.7","54","5.3","0","0","0","0.9","0","0.24","0.52","0.78","1.64","0.38","43","100","100"
"Canada","CAN","North America","1965-01-02","1965","265","1.7","44.7","44","5.1","15.3","37.3","57.6","5.1","0","0","0","1.7","0","0.17","0.37","0.71","1.75","0.36","22","100","100"
"Canada","CAN","North America","1968-01-02","1968","264","0","45.2","45","7","17.9","33.8","60.7","5.5","0","0","0","0","0","0.24","0.44","0.64","1.84","0.39","76","100","100"
"Canada","CAN","North America","1972-01-02","1972","264","3.7","43.1","43","7.5","24.3","36.5","59.8","3.7","0","0","25","2.8","0","0.26","0.59","0.69","1.82","0.27","41","100","100"
"Canada","CAN","North America","1974-01-02","1974","264","8.5","40.6","41","15.3","33.9","49.2","49.2","1.7","0","20","20","6.8","0","0.52","0.83","0.94","1.49","0.12","22","100","100"
"Canada","CAN","North America","1979-01-02","1979","282","4.7","45","45","5.9","13.6","32.5","63.9","3.6","0","0","12.5","4.1","0","0.2","0.33","0.62","1.94","0.25","60","100","100"
"Canada","CAN","North America","1980-01-02","1980","282","9.3","42.8","43.5","14.8","22.2","38.9","55.6","5.6","0","0","20","7.4","0","0.51","0.54","0.74","1.69","0.39","19","100","100"
"Canada","CAN","North America","1984-01-02","1984","282","13.3","44.1","45","6.7","16.7","34.7","63.3","2","5","15","20","10","5","0.23","0.41","0.66","1.92","0.14","53","100","100"
"Canada","CAN","North America","1988-01-02","1988","295","13.8","47.6","48","1.1","9.9","22.7","71.3","6.1","4","8","20","9.9","8","0.04","0.24","0.43","2.16","0.43","61","100","100"
"Canada","CAN","North America","1993-01-02","1993","295","18.8","47.6","47","3","8.9","19.8","71.3","8.9","5.3","7.9","21.1","14.4","2.6","0.1","0.22","0.38","2.17","0.63","68","100","100"
"Canada","CAN","North America","1997-01-02","1997","301","25.2","47.3","48","4.8","10.8","19.8","73.1","7.2","2.4","4.8","14.3","21","2.4","0.16","0.26","0.38","2.22","0.51","55","100","100"
"Canada","CAN","North America","2000-01-02","2000","301","16.4","49.8","50","6.6","6.6","9.8","80.3","9.8","0","0","10","13.1","10","0.22","0.16","0.19","2.44","0.7","20","100","100"
"Canada","CAN","North America","2004-01-02","2004","308","18.7","49.8","52","4.4","13.8","19.6","67.6","12.9","2.4","11.9","14.3","13.8","11.9","0.15","0.34","0.37","2.05","0.92","73","100","100"
"Canada","CAN","North America","2006-01-02","2006","308","21.8","47.3","46","6.9","12.6","24.1","66.7","9.2","0","0","5.3","14.9","26.3","0.24","0.31","0.46","2.03","0.65","28","100","100"
"Canada","CAN","North America","2008-01-02","2008","308","22.4","51.5","53","2.6","7.5","15.7","66","18.3","1.4","4.3","13","72.5","14.5","0.09","0.18","0.3","2.01","1.3","99.4","99.4","99.4"
"Canada","CAN","North America","2011-06-02","2011","308","26.3","50.1","51","6.5","10.5","20.3","58.5","21.2","17.9","20.5","26.9","52.6","20.5","0.22","0.25","0.39","1.78","1.51","101.3","99.4","101.3"
"Canada","CAN","North America","2015-12-03","2015","338","27","49.8","51","5.7","13","20","61.6","18.4","9.6","18.1","22.9","63.9","13.3","0.36","0.58","0.69","1.54","0.65","105","89","100"
"Canada","CAN","North America","2019-01-02","2019","338","28.5","50.1","51","6.3","14.7","24.3","58","17.6","6.6","20.9","34.1","14.4","15.4","0.21","0.36","0.47","1.76","1.25","94","100","100"
"Canada","CAN","North America","2021-09-20","2021","338","30.2","52.4","53","2.9","9.6","16.3","58.7","25","3.8","13.2","20.8","56.6","22.6","0.10","0.23","0.31","1.78","1.77","100","61.5","100"
"Cabo Verde","CPV","Sub-Saharan Africa","2011-03-11","2011","72","25.3","55.5","55.5","0","0","0","100","0","0","0","0","100","0","0","0","0","3.44","0","104","3","100"
"Cabo Verde","CPV","Sub-Saharan Africa","2016-04-20","2016","72","33.3","60","60","0","0","0","100","0","0","0","0","0","0","0","0","0","3.28","0","113","1","98"
"Cayman Islands","CYM","South and Central America","2013-01-02","2013","18","11.1","55.3","55","0","0","0","100","0","0","0","0","100","0","0","0","0","2.25","0","100","22","100"
"Chad","TCD","Sub-Saharan Africa","2011-06-23","2011","188","0.5","58.9","62","0","0","0","42.9","57.1","0","0","0","100","0","0","0","0","1.53","2.86","102","4","4"
"Chile","CHL","South and Central America","1990-03-11","1990","155","6.6","45","43","4.1","20.4","42.9","48","9.2","0","20.4","28.6","57.1","14.3","0.18","0.65","1.13","1.56","0.48","78","81","100"
"Chile","CHL","South and Central America","1994-03-11","1994","155","7.5","46","45","2","7.8","29.4","63.7","6.9","0","7.8","14.3","85.7","0","0.09","0.26","0.78","2.04","0.36","77","85","100"
"Chile","CHL","South and Central America","1998-03-11","1998","155","11.6","48.8","49","2.9","9.5","18.1","70.5","11.4","0","9.5","8.3","66.7","25","0.15","0.33","0.49","2.14","0.58","78","87","100"
"Chile","CHL","South and Central America","2002-03-11","2002","155","12.4","49.2","49","2.7","9.1","20","67.3","12.7","0","9.1","28.6","50","21.4","0.14","0.34","0.57","1.95","0.65","78","91","100"
"Chile","CHL","South and Central America","2006-03-11","2006","155","15.5","49.3","49","2.5","11.6","24.8","58.7","16.5","5.3","11.6","31.6","42.1","26.3","0.13","0.43","0.72","1.62","0.84","79","98","100"
"Chile","CHL","South and Central America","2010-03-11","2010","155","13.8","50.7","52","1.6","12.2","23.6","55.3","21.1","5.9","12.2","23.5","52.9","23.5","0.08","0.46","0.7","1.5","1.06","79","100","100"
"Chile","CHL","South and Central America","2014-03-11","2014","155","15.7","49.9","49","5.8","12.4","26.5","52.1","21.5","15.8","26.3","42.1","52.6","5.3","0.3","0.46","0.79","1.38","1.02","78","100","100"
"China","CHN","Asia","2013-03-05","2013","2980","13.2","52","52","2","3.9","7.6","82.4","10","5.2","9.1","18.2","75.3","6.5","0.1","0.14","0.22","2.03","0.5","99","75","23"
"Colombia","COL","South and Central America","2014-07-20","2014","166","18.7","45.7","46","12.8","21.3","36.2","46.8","17","9.1","21.3","45.5","36.4","18.2","0.61","0.76","1.04","1.31","0.91","103","27","98"
"Colombia","COL","South and Central America","2018-07-20","2018","187","17.9","44.9","45","9.7","23.3","35","56.3","8.7","10","16.7","20","30","0","0.33","0.57","0.67","1.72","0.62","89.8","55.1","89.8"
"Democratic Republic of the Congo","COD","Sub-Saharan Africa","2012-02-16","2012","500","10.8","46.3","44","0","28.6","28.6","71.4","0","0","0","0","100","0","0","1.07","0.9","2.6","0","100","1","99"
"Cook Islands","COK","Pacific","2006-09-27","2006","24","12.5","55.6","56","0","0","0","78.3","21.7","0","0","0","33.3","66.7","0","0","0","2.14","0.98","100","96","96"
"Cook Islands","COK","Pacific","2011-02-18","2011","24","4","58.2","61","0","0","0","50","50","0","0","0","0","100","0","0","0","1.27","2.23","104","64","96"
"Cook Islands","COK","Pacific","2014-10-08","2014","24","12","61.6","64","0","0","0","37.5","62.5","0","0","0","0","100","0","0","0","0.92","2.71","104","32","76"
"Costa Rica","CRI","South and Central America","2014-05-01","2014","57","35.1","52.9","54","0","0","8.3","75","16.7","0","0","0","50","50","0","0","0.23","2.14","0.91","100","21","100"
"Costa Rica","CRI","South and Central America","2018-04-01","2018","57","46.6","47.4","47.5","5.2","19","32.8","51.7","15.5","3.7","25.9","44.4","44.4","11.1","0.18","0.46","0.62","1.56","1.1","101.8","101.8","101.8"
"Costa Rica","CRI","South and Central America","2022-02-06","2022","57","47.4","49.1","50","3.8","19.2","28.8","55.8","15.4","4.3","13","26.1","60.9","13","0.13","0.47","0.55","1.69","1.09","100","91.2","100"
"Croatia","HRV","Eastern Europe","2011-12-22","2011","151","26.7","48.1","50","2.9","14","24.2","65.7","10.1","4.3","14","38.3","55.3","6.4","0.18","0.62","0.81","1.64","0.36","119","99","100"
"Croatia","HRV","Eastern Europe","2015-12-28","2015","151","21.5","48.2","49","4.7","9.9","25.2","64.3","10.5","8.1","9.9","37.8","54.1","8.1","0.32","0.46","0.87","1.61","0.35","114","99","100"
"Croatia","HRV","Eastern Europe","2016-10-14","2016","151","19.2","46.7","46","3","13.2","27.5","65.3","7.2","6.3","15.6","43.8","53.1","3.1","0.21","0.62","0.96","1.64","0.23","111","100","100"
"Curaçao","CUW","South and Central America","2012-11-02","2012","21","23.8","51.9","52.5","0","0","11.1","72.2","16.7","0","0","25","75","0","0","0","0.35","1.89","0.67","100","86","100"
